age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown,yes
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,yes
49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,yes
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,yes
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown,yes
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
34,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,yes
59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,yes
49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes
59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown,yes
83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown,yes
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,yes
41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes
32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes
38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes
26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1,0,unknown,yes
60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
